book_id,title,genre,description
5290,Phantom Stallion #10: Red Feather Filly (Phantom Stallion),Children's Fiction|Animals|Adventure,"<Phantom Stallion #10: Red Feather Filly (Phantom Stallion)> is a children's novel where Samantha and her friends prepare for a charity horse race, but when a wild pinto filly escapes and runs off with the Phantom, Sam is torn between helping her friend Jake or protecting her wild horse."
5291,"Spanish Holiday : Or, How I Transformed the Worst Vacation Ever into the Best Summer of My Life",Juvenile Fiction|Young Adult Fiction|Romance|Travel,"<Spanish Holiday : Or, How I Transformed the Worst Vacation Ever into the Best Summer of My Life> is a novel by Kate Cann that follows Laura and her friends as they navigate unexpected challenges during a summer vacation in Spain, leading to personal growth and new relationships."
5292,Anything You Say Can and Will Be Used Against You : Stories,Fiction|Short Stories|Literary Fiction,"<Anything You Say Can and Will Be Used Against You : Stories> is a collection of short stories by Laurie Lynn Drummond that delves into the lives of five female police officers, exploring themes of humanity, compassion, humor, tragedy, and redemption."
5293,Three Nights...,Historical Romance|Regency Romance,"<Three Nights...> is a historical romance novel set in the Regency era, following the passionate and tumultuous relationship between Aveline Stoddard and Lucien DuFeron."
5294,Let's All Kill Constance,Mystery|Detective|Historical Fiction,"<Let's All Kill Constance> is a mystery novel by Ray Bradbury, set in 1960s Hollywood, following an unnamed writer and his sidekick as they investigate the mysterious disappearance of aging actress Constance Rattigan."
5295,Bleachy-Haired Honky Bitch : Tales from a Bad Neighborhood,Memoir|Humor|Nonfiction|Essays,<Bleachy-Haired Honky Bitch : Tales from a Bad Neighborhood> is a memoir by Hollis Gillespie that humorously chronicles her unconventional upbringing and adult life in Atlanta's challenging neighborhoods.
5296,"Under the Duvet : Shoes, Reviews, Having the Blues, Builders, Babies, Families and Other Calamities",Nonfiction|Humor|Essays,"<Under the Duvet : Shoes, Reviews, Having the Blues, Builders, Babies, Families and Other Calamities> is a collection of Marian Keyes' humorous essays on modern life, covering topics from shopping and travel to feminism and fashion."
5297,A Series of Unfortunate Events: Lemony Snicket : The Unauthorized Autobiography (A Series of Unfortunate Events),Fictional biographical novel,"<A Series of Unfortunate Events: Lemony Snicket : The Unauthorized Autobiography (A Series of Unfortunate Events)> is a fictional ""autobiography"" of Lemony Snicket, the enigmatic author and character of the A Series of Unfortunate Events series, offering insights into his mysterious life and the events surrounding the Baudelaire orphans."
5298,"California Girl : A Novel (Parker, T Jefferson)",Mystery|Crime|Thriller,"<California Girl : A Novel (Parker, T Jefferson)> is a crime novel set in 1960s California, following three brothers as they investigate the murder of a teenage beauty queen."
5299,Ship Sooner : A Novel,Fiction|Family Life|Magical Realism,"<Ship Sooner : A Novel> is a coming-of-age story about a 13-year-old girl with exceptional hearing, navigating the complexities of adolescence and family dynamics in 1970s Massachusetts."
5300,A Girl's Best Friend,Chick Lit|Romance|Contemporary Fiction,"<A Girl's Best Friend> is a romantic comedy about Isabel Palmer, who navigates love and friendship while caring for her beloved dog, Henry."
5301,Peter Pan: The Original Story (Peter Pan),Fantasy|Children's Literature,<Peter Pan: The Original Story (Peter Pan)> is a timeless tale by J.
5302,Temporary Insanity,Chick Lit|Fiction,"<Temporary Insanity> is a humorous and heartfelt novel about Alice Finnegan, a 30-something woman navigating the challenges of secretarial temp jobs while pursuing her dream of on-stage stardom, all while sharing an apartment with her 90-something grandmother, a former Ziegfeld showgirl."
5303,The Secrets of Jin-shei : A Novel,Fantasy|Historical Fiction|Asian Literature,"<The Secrets of Jin-shei : A Novel> is a fantasy novel set in a mythical Chinese kingdom, following the lives of eight women bound by a sacred sisterhood, navigating court intrigue, personal sacrifices, and the pursuit of power."
5304,My French Kitchen : A Book of 120 Treasured Recipes,Cookbook|Culinary,"<My French Kitchen : A Book of 120 Treasured Recipes> is a cookbook by Joanne Harris and Fran Warde, featuring 120 classic French recipes, including Quiche Lorraine, Moules Marinière, Coq au Vin, Crème Brûlée, and a chapter dedicated to French chocolate desserts."
5305,Hadrian's Wall : A Novel,Historical Fiction|Adventure|Romance,"<Hadrian's Wall : A Novel> is a tale of ancient warfare, political intrigue, and the clash between Roman and Celtic cultures, centered around a senator's daughter, an aristocratic officer, and a barbarian chieftain."
5306,Dance Hall of the Dead,Mystery|Crime|Detective Fiction,"<Dance Hall of the Dead> is a crime novel by Tony Hillerman, the second in the Joe Leaphorn/Jim Chee Navajo Tribal Police series, first published in 1973."
5307,Blue Blood : A Debutante Dropout Mystery (Debutante Dropout Mysteries),Mystery|Cozy Mystery|Chick Lit,<Blue Blood : A Debutante Dropout Mystery (Debutante Dropout Mysteries)> is a humorous mystery novel featuring a Dallas heiress who becomes an amateur sleuth to clear her friend's name.
5308,The Dive : A Story of Love and Obsession,Biography|Sports|Adventure,<The Dive : A Story of Love and Obsession> is a memoir by Pipin Ferreras detailing his relationship with Audrey Mestre and their shared passion for free diving.
5309,Frank Lloyd Wright/Georgia O'Keeffe : Duets,Art|Architecture|Biography,"<Frank Lloyd Wright/Georgia O'Keeffe : Duets> is a book by Llorenç Bonet that explores the artistic and architectural works of Frank Lloyd Wright and Georgia O'Keeffe, highlighting their shared influences and mutual admiration."
5310,"The Slippery Slope (A Series of Unfortunate Events, Book 10)",Gothic fiction|Absurdist fiction|Mystery,"<The Slippery Slope (A Series of Unfortunate Events, Book 10)> is a children's novel by Lemony Snicket, following the Baudelaire orphans as they journey through the Mortmain Mountains to rescue their sister Sunny from the villainous Count Olaf."
5311,"Voyage of the Dawn Treader CD (Lewis, C. S. Chronicles of Narnia, Bk. 5.)",Children's Fantasy|Christian Literature,"<Voyage of the Dawn Treader CD (Lewis, C."
5312,In My Heart,Historical Romance,"<In My Heart> is a historical romance novel by Melody Thomas, following Lady Alexandra Marshall's journey of love and second chances."
5313,Going Buck Wild,Women's Fiction|Romance,"<Going Buck Wild> is a novel by Nina Foxx that follows Claudia Barrett, a successful vice president who, feeling bored and in a rut at thirty, decides to inject some excitement into her life, leading to unexpected consequences when she meets the enigmatic Cody."
5314,Safety of Objects,Fiction|Short Stories|Literary Fiction,<Safety of Objects> is a collection of short stories by A.
5315,Thank You for the Music : Stories,Fiction|Short Stories|Humorous Fiction,"<Thank You for the Music : Stories> is a collection of 14 short stories by Jane McCafferty that explore modern life through the theme of music, featuring unexpected and enthralling narratives."
5316,Way Past Legal,Crime|Thriller|Mystery,"<Way Past Legal> is a crime thriller novel by Norman Green, following Manny's escape from a heist gone wrong and his journey to Maine with his son."
5317,"Hear No Evil (Grippando, James)",Crime Fiction|Legal Thriller|Suspense,"<Hear No Evil (Grippando, James)> is a legal thriller featuring Miami attorney Jack Swyteck, who defends a woman accused of murdering her husband, a military officer stationed at Guantanamo Bay, while uncovering personal revelations that challenge his understanding of his own family."
5318,Chango's Fire,Fiction|Latinx|Contemporary,"<Chango's Fire> is a novel by Ernesto Quiñonez that explores the life of Julio Santana, an arsonist in New York City's Spanish Harlem, as he grapples with gentrification and personal transformation."
5319,Hissy Fit,Chick Lit|Romance|Humor|Southern Fiction,"<Hissy Fit> is a humorous Southern fiction novel by Mary Kay Andrews, following Keeley Murdock's journey of revenge and renovation after her fiancé's infidelity."
5320,100 Simple Secrets of Healthy People : What Scientists Have Learned and How You Can Use it (100 Simple Secrets),Health|Nonfiction|Self Help,<100 Simple Secrets of Healthy People : What Scientists Have Learned and How You Can Use it (100 Simple Secrets)> is a book by David Niven that presents evidence-based advice on achieving a healthier and happier life.
5321,This Must Be Love,Romance|Contemporary Romance|Humorous Fiction,"<This Must Be Love> is a romantic comedy where Jane Preston, a good girl who runs a daycare center, agrees to take her cousin Molly's place as an undercover reporter at a beachfront retreat, leading to unexpected adventures and a blossoming romance."
5322,Caribbean Cruising,Young Adult|Romance|Contemporary|Chick Lit,"<Caribbean Cruising> is a young adult romance novel by Rachel Hawthorne, following Lindsay's adventures on a cruise as she seeks adventure and love."
5323,Once a Gentleman,Historical Romance|Regency Romance,"<Once a Gentleman> is a historical romance novel set in early 19th-century England, focusing on the unexpected marriage between Prudence Armitage and Nicholas Parrish, which evolves from a marriage of convenience into a deep and passionate love."
5324,"Diana Mosley : Mitford Beauty, British Fascist, Hitler's Angel",Biography|Nonfiction|History|Politics,"<Diana Mosley : Mitford Beauty, British Fascist, Hitler's Angel> is a biography of Diana Mosley, a British aristocrat and fascist, detailing her life, marriages, and political affiliations."
5325,If You Dare,Romance|Romantic Suspense|African American Romance,"<If You Dare> is a romantic suspense novel by Adrianne Byrd, featuring Damien Black, a retired art thief, who is drawn back into the world of crime when he meets Angel LaFonte, the director of an Atlanta museum, leading to a passionate affair and a dangerous heist."
5326,A Dark Champion (Avon Romantic Treasure),Historical Romance|Medieval Romance,"<A Dark Champion (Avon Romantic Treasure)> is a historical romance novel by Kinley MacGregor, set in medieval England, featuring the story of Stryder of Blackmoor and Rowena de Vitry."
5327,Whole Lotta Trouble,Mystery|Romance|Contemporary Romance|Humor,"<Whole Lotta Trouble> is a humorous romantic mystery where three female editors in Manhattan's publishing world plot to expose a notorious agent, leading to unexpected twists and a murder."
5328,The Sea House : A Novel,Historical Fiction|Literary Fiction,"<The Sea House : A Novel> is a story of love, art, and personal relationships set in the English seaside village of Steerborough, intertwining the lives of a German-Jewish architect and a young woman researching his life decades later."
5329,"Take Me, Take Me with You : A Novel of Suspense",Suspense|Fiction,"<Take Me, Take Me with You : A Novel of Suspense> is a mysterious and demonic love story exploring the secret kinship of ""soul mates.""."
5330,"Christmas, Present (Mitchard, Jacqueline)",Fiction|Holiday|Family Drama,"<Christmas, Present (Mitchard, Jacqueline)> is a poignant holiday tale where a family reunites during Christmas to confront love, loss, and the importance of cherishing each moment together."
